=== Run #160 — Mode: critique — Tue Apr 28 06:31:29 UTC 2026 ===
  [Bash] ls -t archive/sessions/session*.md 2>/dev/null | head -10
    archive/sessions/session162_d43c_k_truncated_residual.md
    archive/sessions/session161_d45_baker_norine_chi_p.md
    archive/sessions/session160_frontier_gen.md
    archive/sessions/session159_l1_lean_w7_corner.md
    archive/sessions/session158_c3aiv_arith_vm_ablation.md
    archive/sessions/session157_d43_kpz_pi_li.md
    archive/sessions/session156_a7_gct_chi_p_orbit.md
    archive/sessions/session155_critique.md
    archive/sessions/session154_frontier_gen.md
    archive/sessions/session153_g2_liouville_mobius_gowers_uk.md
  [Bash] ls -t archive/ephemeral/ 2>/dev/null | head -20
    critique_latest.md
    proposals_latest.md
    proposals_session.md
    session48_brainstorm.md
    wildcard_findings.md
  [Bash] cat .run_state 2>/dev/null; echo; ls archive/sessions/ | wc -l
    160
    
    151
  [Bash] ls -lt archive/sessions/session*.md | head -8; echo "---"; ls -lt archive/ephemeral/critique_latest.md archive/ephemeral/proposals_latest.md archive/ephemeral/proposals_session.md 2>/dev/null
    -rw-r--r-- 1 root root  6426 Apr 28 06:29 archive/sessions/session162_d43c_k_truncated_residual.md
    -rw-r--r-- 1 root root  8398 Apr 28 06:09 archive/sessions/session161_d45_baker_norine_chi_p.md
    -rw-r--r-- 1 root root  7312 Apr 28 05:40 archive/sessions/session160_frontier_gen.md
    -rw-r--r-- 1 root root  6561 Apr 28 05:23 archive/sessions/session159_l1_lean_w7_corner.md
    -rw-r--r-- 1 root root  7442 Apr 28 05:01 archive/sessions/session158_c3aiv_arith_vm_ablation.md
    -rw-r--r-- 1 root root 15634 Apr 28 04:37 archive/sessions/session157_d43_kpz_pi_li.md
    -rw-r--r-- 1 root root 15493 Apr 28 04:07 archive/sessions/session156_a7_gct_chi_p_orbit.md
    -rw-r--r-- 1 root root  9050 Apr 28 03:32 archive/sessions/session155_critique.md
    ---
    -rw-r--r-- 1 root root 25982 Apr 28 03:31 archive/ephemeral/critique_latest.md
    -rw-r--r-- 1 root root  3882 Apr 26 15:26 archive/ephemeral/proposals_latest.md
    -rw-r--r-- 1 root root 22135 Apr 26 15:19 archive/ephemeral/proposals_session.md
The last critique was session 155. I need to evaluate sessions 156-162 (7 sessions since last critique). Let me read them all in parallel.
  [Read] /apps/aplikacijos/prime-research/archive/sessions/session156_a7_gct_chi_p_orbit.md
    1	# Session 156 — Frontier attack §A.A7: GCT orbit-dim invariants of f_χ_P^{(n)}
    17	over because the project's free-probability machinery has already been
    18	applied to χ_P (S74 free cumulants on MPS unfolding, S82 spike Dirichlet
    19	characters); D1 has the structurally circular failure profile noted in
    20	the entry itself ("no flow has integer primes as orbits without
    21	encoding them externally"). **D43** was selected: first project test of
    22	ANY non-`√x` scaling of the PNT error term, AND first project test of
    23	Hairer regularity-structures / KPZ-universality / Tracy-Widom β=2
    24	machinery on any arithmetic function. The cross-domain ingredient is
    25	genuinely novel.
    26	
    27	S154 frontier_gen entry for D43 noted: "no project measurement has
    28	tested non-`√x` scalings — every existing pseudorandomness battery uses
    29	the standard CLT scale. The KPZ universality conjecture for arithmetic
    30	functions is essentially virgin territory (one paper, Cattaneo-Garbit
    ... (295 more lines)
  [Read] /apps/aplikacijos/prime-research/archive/sessions/session158_c3aiv_arith_vm_ablation.md
    1	# Session 158 — C3.a.iv: Arithmetic-primitive ablation of the C3.a bounded-Kt VM
    2	
    3	**Mode:** construction (production rotation)
    4	**Target:** NOVELTY_CHALLENGES §1 successor C3.a.iv (proposed S150).
    5	**Edges composed:** E5.8 + E1.3 + C3.a/S150.
    6	**Self-grade:** **B** (substantive refinement of E1.3 + C3.a/S150).
    7	
    8	## What was produced that did not exist before this session
    9	
    10	1. **Per-cell ablation table** for `{LOG2, LI, DIV_LOG, GEO_SUM}` in the
    11	   C3.a 4-bit-per-op VM at L_max=28, N ∈ {3, 4, 5, 6}, J = 0..N−1
    12	   under six ablation conditions: `baseline`, `drop_LOG2`, `drop_LI`,
    13	   `drop_DIV_LOG`, `drop_GEO_SUM`, `only_LI`. 1.6B programs scanned,
    14	   463 s wall-time, exact (no noise).
    15	
    16	2. **F4 verdict for the easy zone (E1.3 boundary)**: no single
    17	   arithmetic primitive is strictly necessary for the bounded-Kt cut
    18	   shift documented in S150. Every easy-zone cell `{(3,2), (4,2),
    19	   (5,3), (6,4)}` that compresses in baseline also compresses under
    20	   every single-drop AND under only_LI.
    21	
    22	3. **Alternative compressing programs** that did not exist before:
    23	   - `(N=3, J=2)` drop_LI: `EMIT_S, PUSH_N, GEO_SUM, EMIT_S`
    24	   - `(N=4, J=2)` drop_LI: `GEO_SUM, DIV_LOG, EMIT_S, PUSH_N, INC, PUSH_N`
    25	   - `(N=5, J=3)` drop_LI: `EMIT_S, INC, LOG2, DUP, PUSH_N, PUSH0`
    26	     (LOG2 alone substitutes for LI — meaningful at target_len=32)
    27	   - `(N=6, J=4)` drop_LI: `EMIT_S, GEO_SUM, PUSH_N, ADD, DUP, LOG2,
    28	     PUSH0` (Kt 37, +1 vs baseline LI-triple Kt 36)
    29	
    30	4. **Hard-zone primitive-pair requirement at `(N=5, J=2)`** (meaningful
    ... (122 more lines)
  [Read] /apps/aplikacijos/prime-research/archive/sessions/session159_l1_lean_w7_corner.md
    1	# Session 159 — L1 Lean: W=7 corner closed (Route A^{(13)} via nested fromBlocks)
    2	
    3	**Mode:** Lean formalisation (Arc 2 — Lean Formalisation Track).
    4	**Run #:** 157.
    5	**Self-grade:** **B-grade** (substantive refinement: a new corner closed
    6	unconditionally; first instance with ZERO new prime helpers + first
    7	instance with total `det ≠ ±1` exercising the `Ne.isUnit` closing path).
    8	**Cross-domain channeling:** Lean 4 / mathlib4 — `Matrix.det_fromBlocks_zero₂₁`
    9	(nested) + `Fin n ⊕ Fin m ≃ Fin (n+m)` reindex via `finSumFinEquiv`.
    10	
    11	## What I produced (that did not exist before)
    12	
    13	1. **`exists_invertible_submatrix_W_eq_7_d_eq_j_plus_1`** — fully
    14	   formalised, sorry-free Lean 4 proof that for every `j ≥ 1`, there
    15	   exist row and column permutations `ρ, σ : Fin 7 → ...` such that the
    16	   `7 × 7` submatrix of `unfolding 7 (j+1) j` is invertible over `ℚ`.
    17	2. **`mps_bond_dim_W_eq_7_d_eq_j_plus_1`** — sorry-free corollary that
    18	   `(unfolding 7 (j+1) j).rank = 7` for every `j ≥ 1`.
    19	3. **`w7_blocktriangular_search.py` + results** — runnable pre-search
    20	   identifying the `1+(3+3)` BlockTriangular permutation
    21	   `ρ ↦ (0, 1, 3, 5, 2, 4, 6)`, `σ ↦ (6, 1, 3, 5, 0, 2, 4)` with
    22	   `det = 2`. **Two valid candidates exist** (both block-DIAGONAL, both
    23	   needing zero new prime helpers).
    24	
    25	`#print axioms` for both top-level theorems: only `propext,
    26	Classical.choice, Quot.sound`.
    27	
    28	## Edges cited / composed
    29	
    30	- **E2.1** (MPS bond-dim) — the theorem being formalised.
    ... (95 more lines)
  [Read] /apps/aplikacijos/prime-research/archive/sessions/session160_frontier_gen.md
    1	# Session 160 — frontier_gen — D45..D48 Cross-Domain Vector Generation
    2	
    3	**Date:** 2026-04-28
    4	**Mode:** frontier_gen (auto-fired)
    5	**Self-grade:** **B**
    6	
    7	## Why this session fired
    8	
    9	Per CLAUDE.md autonomy invariants, frontier_gen fires when the open
    10	ATTACK_VECTORS count drops below 4, OR when 0 A-grades have appeared
    11	in last 20 sessions, OR when 2 consecutive F-grade sessions occur.
    12	Recent sessions (S140-S159) are dominated by E-mode / B-grade
    13	closures (D5, D10, D27, D29, D30, D31, D43 partial, A7 partial, etc.)
    14	with no A-grade results. ATTACK_VECTORS.md currently has many open
    15	entries — but the open vectors are concentrated in a single section
    16	(§D) and increasingly require techniques the project has not used.
    17	Net: the frontier is broad in count but thin in unused-cross-domain
    18	ingredients. This session adds 4 entries grounded in genuinely new
    19	cross-domain imports.
    20	
    21	## What was produced
    22	
    23	Four new ATTACK_VECTORS entries appended:
    24	
    25	- **D45 — Baker-Norine graph Riemann-Roch / chip-firing rank of the
    26	  prime divisor on an arithmetic graph.** `r_{Γ_N}(D_P^N)` divisor
    27	  rank of `D_P^N(v) = 1[v prime]` on the divisibility graph
    28	  `Γ_N := ([2, N], divisible-pair edges)` via Dhar burning + Baker-
    29	  Norine Algorithm 4.1. Critically distinct from all CLOSED tropical
    30	  lines (which are *min-plus compression* of generating functions
    ... (113 more lines)
  [Read] /apps/aplikacijos/prime-research/archive/sessions/session161_d45_baker_norine_chi_p.md
    1	# Session 161 — D45 wild swing: Baker-Norine graph Riemann-Roch on the prime divisor
    2	
    3	**Date:** 2026-04-28
    4	**Mode:** WILD SWING (frontier attack, ATTACK_VECTORS.md §D45)
    5	**Target:** chip-firing rank `r_G(D_P^N)` of the prime divisor on the
    6	divisibility graph `Γ_N` and the Hasse cover graph `H_N`.
    7	**Self-grade:** **B**
    8	
    9	## Why this attack
    10	
    11	ATTACK_VECTORS.md preferred order from session prompt: §C1, §A1, §B1,
    12	§A3, §D4, §C2 — all closed in their main forms. Of the OPEN frontier
    13	attacks, **§D45** (Baker-Norine RR / chip-firing, added in S160
    14	frontier_gen) has the highest concreteness × tractability product:
    15	a 1-2 session budget, a non-linear combinatorial invariant orthogonal
    16	to all 41+ prior pseudorandomness measures, and an A-grade outcome
    17	("Brill-Noether specialness witness") that would be a publishable first
    18	on any arithmetic graph.
    19	
    20	Channelled mathematician: **Baker** (graph divisor theory).
    21	
    22	## Pick rationale
    23	
    24	1. CLAUDE.md preamble: prefer A-grade attempts; ambitious failure
    25	   rewarded as B-grade if structural.
    26	2. D45 is fresh (added 2026-04-28 by S160 frontier_gen); no prior
    27	   session has computed any chip-firing invariant on any arithmetic
    28	   graph.
    29	3. Cross-domain ingredient (Baker-Norine 2007 RR + Dhar 1990 burning)
    30	   has well-defined algorithmic content; tractability not an issue.
    ... (149 more lines)
  [Read] /apps/aplikacijos/prime-research/archive/sessions/session162_d43c_k_truncated_residual.md
    1	# Session 162 — §D43.c K-truncated explicit-formula residual roughness
    2	
    3	**Date:** 2026-04-28
    4	**Mode:** novelty (B-grade target).
    5	**Target:** §D43.c (NOVELTY_CHALLENGES.md §0).
    6	**Edges referenced:** E2.27 (S157, KPZ/wavelet smoothness of D = (π−Li)·log/√x).
    7	**Cross-domain ingredient:** Riemann explicit formula × wavelet Hölder
    8	analysis × Odlyzko γ_k table. CROSS_DOMAIN_TECHNIQUES §3 (Hairer/KPZ)
    9	PROPOSED → USED (refinement).
    10	
    11	## What was produced that didn't exist before
    12	
    13	1. **A new artifact: the variance-reduction curve.**
    14	   `var(R_K) / var(R_0) = 1.000, 0.851, 0.681, 0.538, 0.484, 0.347,
    15	   0.267, 0.234, 0.208, 0.192, 0.182, 0.176`
    16	   at K = 0, 1, 5, 10, 25, 50, 100, 200, 500, 1000, 2000, 4000 with
    17	   logX=22 grid. Empirical decomposition of (π−Li)'s variance into
    18	   per-zero contributions, with the first 50 zeros accounting for ~65%
    19	   of variance and the first 4000 for ~82%.
    20	
    21	2. **Methodological control: Cramér subtraction is structurally inert.**
    22	   Applying the same explicit-formula correction to a Cramér-model
    23	   π_C(x) gives `var(R_K^C)/var(R_0^C) = 1.012–1.022 flat` and α-fits
    24	   essentially unchanged across K (full-band α_C = 0.976 → 0.992,
    25	   fine-band α_C = 0.962 → 0.895). The Cramér residual has no
    26	   explicit-formula structure to remove, and the explicit formula does
    27	   not generate one — a clean structural confirmation.
    28	
    29	3. **A new structural measurement: π/Cramér α_fine gap.** The fine-band
    30	   wavelet Hölder fit gap `α_fine(π) − α_fine(C) ≤ −0.2` from K=50
    ... (101 more lines)
  [ToolSearch] 
  [TodoWrite] 
    Todos have been modified successfully. Ensure that you continue to use the todo list to track your progress. Please proceed with the current tasks if applicable
  [Bash] ls archive/sessions/session15* archive/sessions/session14* | tail -15
    archive/sessions/session147_critique.md
    archive/sessions/session148_frontier_gen.md
    archive/sessions/session149_d31_ahk_matroid_hodge.md
    archive/sessions/session14_summary.md
    archive/sessions/session150_c3a_arith_vm.md
    archive/sessions/session151_l1_lean_w9_blocktriangular_presearch.md
    archive/sessions/session152_l1_lean_w9_corner.md
    archive/sessions/session153_g2_liouville_mobius_gowers_uk.md
    archive/sessions/session154_frontier_gen.md
    archive/sessions/session155_critique.md
    archive/sessions/session156_a7_gct_chi_p_orbit.md
    archive/sessions/session157_d43_kpz_pi_li.md
    archive/sessions/session158_c3aiv_arith_vm_ablation.md
    archive/sessions/session159_l1_lean_w7_corner.md
    archive/sessions/session15_summary.md
  [Bash] wc -l EDGES.md status/CLOSED_PATHS.md ATTACK_VECTORS.md NOVELTY_CHALLENGES.md CROSS_DOMAIN_TECHNIQUES.md
       4456 EDGES.md
        795 status/CLOSED_PATHS.md
       8861 ATTACK_VECTORS.md
        976 NOVELTY_CHALLENGES.md
        446 CROSS_DOMAIN_TECHNIQUES.md
      15534 total
  [Bash] ls experiments/algebraic/gct_chi_p_orbit/ experiments/analytic/kpz_pi_li_d43/ experiments/constructions/brandt_per_bit_arith_vm_ablation/ experiments/algebraic/baker_norine_chi_p/ experiments/analytic/d43c_k_truncated_residual/ 2>&1 | head -40
    experiments/algebraic/baker_norine_chi_p/:
    baker_norine_chi_p.py
    baker_norine_chi_p_results.md
    baker_norine_hasse.py
    baker_norine_hasse_results.md
    baker_norine_signatures.py
    baker_norine_signatures_results.md
    full_results.json
    full_run.log
    hasse_results.json
    run_full.py
    run_full_results.md
    sig_N16_32.json
    test_N16.json
    test_N32.json
    test_N64.json
    
    experiments/algebraic/gct_chi_p_orbit/:
    degree_components.py
    degree_components_results.md
    gct_chi_p_orbit.py
    gct_chi_p_orbit_log.txt
    gct_chi_p_orbit_results.md
    nw_partial_derivatives.py
    nw_partial_derivatives_results.md
    
    experiments/analytic/d43c_k_truncated_residual/:
    d43c_k_truncated_residual.py
    d43c_k_truncated_residual_results.json
    d43c_k_truncated_residual_results.md
    ... (10 more lines)
Files exist. Let me sample-verify the artefact results docs and check EDGES.md for the new edges (E2.26, E2.27, E2.28).
  [Grep] ^### E2\.(2[5-9]|2[0-4])
    1553:### E2.20 — Mahler measure of the prime indicator polynomial f_N(z) = Σ_{n≤N} χ_P(n) z^n is below density-matched Bernoulli baseline by a CONSTANT asymptotic deficit Δ_∞ ≈ −0.307 nat; f_N / z² irreducible over Q[z] for N ∈ {64, 128, 256} (no cyclotomic share)  [EVS M]
    1624:### E2.21 — L^∞ norm of the prime-indicator polynomial f_N(z) = Σ χ_P(n) z^n at every rational point a/q matches the Hardy-Littlewood density factor μ(q)²/φ(q)·√π(N); ‖f_N‖_∞ = (1+o(1))·√π(N), attained at z = −1 (parity major arc)  [EVS M]
    1699:### E2.22 — Pollicott-Ruelle leading resonance of the χ_P-weighted Gauss-map transfer operator equals an explicit Gauss-Kuzmin Rayleigh quotient `Σ_p prime ≤ N a_p`; reduces to Cramér-density 1/log n + odd parity within ±2σ  [EVS L]
    1819:### E2.23 — Cohn-Elkies / Delsarte LP optimum on `R_P(t) = #{(p,q) : p−q = t}` scales as `f̂*(0; T) ≈ 1.15 + 0.85 · log T`; LP density bound `1/f̂*(0; T)` loose by factor `log N` for any `T = polylog(N)`; optimal `f^*` is a period-4 sinusoid (parity), NOT a Viazovska modular form  [EVS M shape]
    1929:### E2.24 — Adiprasito-Huh-Katz Hodge log-concavity slack `δ_k = |w_k|² − |w_{k−1}||w_{k+1}|` of the prime-divisibility transversal matroid `M_P^N` deviates from the degree-preserving config-model baseline by `+3.4σ to +5.6σ` at N = 20; about half is the Bertrand `(t−1)^{ν(N)}` direct-summand factor, the other half is a residual `M_conn^N` log-concavity over-tightness  [EVS M shape]
    2043:### E2.25 — Gowers `U^k` norms of multiplicative `λ` and `μ` match matched-variance IID across `N ≤ 2^20` (k=2) and `N ≤ 2^13` (k=3); empirical decay slope `−1.000` matches Rademacher prediction within slope error 1%; max single Fourier coefficient matches CLT `√(N log N)` law; first project Gowers-norm measurement on multiplicative functions  [EVS M (multiplicative regime, paired with E2.18 Anderson)]
    2133:### E2.26 — `f_χ_P^{(n)} := Σ_{val(S) prime} ∏_{i∈S} x_i` has trivial GL_n stabilizer Lie algebra and matched-baseline higher partial-derivative spaces; support hypergraph is Lie-rigid; representation-theoretic invariants invisible to χ_P-specific arithmetic content [EVS M shape]
    2237:### E2.27 — Wavelet Hölder regularity of `D(x) := (π(x) − Li(x))·log(x)/√x` on KPZ-spaced grid `x_k = X/2 + k·⌊X^{1/3}⌋` is `α ≈ 0.85` stable across `logX ∈ {18, ..., 24}` (linear-fit r² > 0.998); KPZ-class roughness (`α ∈ (0, 1/2)`) is empirically absent; D is a deterministic almost-periodic function with sharp FFT peaks at γ_k ζ-zeros, NOT a stochastic SPDE-driven field [EVS M shape]
    2398:### E2.28 — Baker-Norine q-reduced form of the prime divisor on the divisibility lattice and Hasse cover graph admits exact closed form: on `H_N` (Hasse cover of `[1, N]`), `D'_P^N = π(N) · δ_1`; on `Γ_N` (full divisibility), `D'_P^N = (π(N) − π(N/2)) · δ_1 + Σ_{p prime, p ≤ N/2} δ_p`; both verified for N up to 512; Baker-Norine **rank** `r(D_P) = max(0, deg(D_P) − g + 1)` (generic Riemann-Roch value, no Brill-Noether specialness)  [EVS M shape]
  [Bash] grep -n "^### E2\." EDGES.md | head -40
    441:### E2.1 — TT (MPS) bond-dim identity at every primorial cut       [EVS H]
    560:### E2.2 — Liouville/parity identity                                [EVS M (was H, downgraded S55)]
    611:### E2.3 — Ono / van Ittersum / Craig partition identity            [EVS L]
    622:### E2.4 — Cloitre 2025 effective analytic recurrence               [EVS L]
    635:### E2.5 — pi(x) is a multilinear polynomial of degree N             [EVS M]
    651:### E2.6 — Higher-order finite differences of pi(x) are tiny         [EVS M]
    684:### E2.7 — Rank deficiency of communication matrix is *exactly* +2  [EVS M]
    718:### E2.8 — chi_P is 25-35% simpler than random in tensor rank       [EVS L]
    734:### E2.10 — Free identity: L(x) mod 2 = x mod 2                     [EVS L]
    748:### E2.11 — Higher-order finite differences of f(x)=pi(x)-R(x) GROW like white noise [EVS M]
    786:### E2.12 — Chebyshev psi link captures 91% of f(x) variance       [EVS L]
    812:### E2.9 — F_2 Fourier weight is BELOW random for d ≥ 2             [EVS L]
    823:### E2.13 — Gowers U^k norm of chi_P matches Hardy-Littlewood {0,1}^k-cube singular series; universal across multiplicative-indicator family  [EVS M]
    943:### E2.14 — Anderson Lyapunov gamma(E) of chi_P-driven Schrödinger operator: deviation cascade matches W-trick  [EVS M]
    1004:### E2.15 — Algebraic immunity AI_F_2(chi_P) = 2, encoded by (1+x_0)(1+x_1)        [EVS M]
    1082:### E2.16 — Primes are NOT a translation-invariant DPP / PPP / signed-K / complex-Hermitian-K point process  [EVS M]
    1148:### E2.17 — Persistent homology of Takens-embedded normalised prime gaps deviates ≥ 5σ from IID Exp(1) AND from gap-marginal-permuted control; W=210 W-trick erases the serial-correlation component  [EVS M]
    1402:### E2.18 — Anderson Lyapunov gamma(E) of Liouville-driven Schrödinger operator (V = lambda in {-1, +1}) is INDISTINGUISHABLE from i.i.d. Rademacher across [-3, 3] **without W-trick**  [EVS M (multiplicative regime, paired with E2.14)]
    1473:### E2.19 — Subword complexity p_w(n) of chi_P deviates from matched-density Bernoulli on a clean monotone W-trick cascade {RAW > ODD > W6 > W30 > W210}; W=210 erases the deviation to ≤ 8.4 sigma at L = 2.4·10^4  [EVS M]
    1553:### E2.20 — Mahler measure of the prime indicator polynomial f_N(z) = Σ_{n≤N} χ_P(n) z^n is below density-matched Bernoulli baseline by a CONSTANT asymptotic deficit Δ_∞ ≈ −0.307 nat; f_N / z² irreducible over Q[z] for N ∈ {64, 128, 256} (no cyclotomic share)  [EVS M]
    1624:### E2.21 — L^∞ norm of the prime-indicator polynomial f_N(z) = Σ χ_P(n) z^n at every rational point a/q matches the Hardy-Littlewood density factor μ(q)²/φ(q)·√π(N); ‖f_N‖_∞ = (1+o(1))·√π(N), attained at z = −1 (parity major arc)  [EVS M]
    1699:### E2.22 — Pollicott-Ruelle leading resonance of the χ_P-weighted Gauss-map transfer operator equals an explicit Gauss-Kuzmin Rayleigh quotient `Σ_p prime ≤ N a_p`; reduces to Cramér-density 1/log n + odd parity within ±2σ  [EVS L]
    1819:### E2.23 — Cohn-Elkies / Delsarte LP optimum on `R_P(t) = #{(p,q) : p−q = t}` scales as `f̂*(0; T) ≈ 1.15 + 0.85 · log T`; LP density bound `1/f̂*(0; T)` loose by factor `log N` for any `T = polylog(N)`; optimal `f^*` is a period-4 sinusoid (parity), NOT a Viazovska modular form  [EVS M shape]
    1929:### E2.24 — Adiprasito-Huh-Katz Hodge log-concavity slack `δ_k = |w_k|² − |w_{k−1}||w_{k+1}|` of the prime-divisibility transversal matroid `M_P^N` deviates from the degree-preserving config-model baseline by `+3.4σ to +5.6σ` at N = 20; about half is the Bertrand `(t−1)^{ν(N)}` direct-summand factor, the other half is a residual `M_conn^N` log-concavity over-tightness  [EVS M shape]
    2043:### E2.25 — Gowers `U^k` norms of multiplicative `λ` and `μ` match matched-variance IID across `N ≤ 2^20` (k=2) and `N ≤ 2^13` (k=3); empirical decay slope `−1.000` matches Rademacher prediction within slope error 1%; max single Fourier coefficient matches CLT `√(N log N)` law; first project Gowers-norm measurement on multiplicative functions  [EVS M (multiplicative regime, paired with E2.18 Anderson)]
    2133:### E2.26 — `f_χ_P^{(n)} := Σ_{val(S) prime} ∏_{i∈S} x_i` has trivial GL_n stabilizer Lie algebra and matched-baseline higher partial-derivative spaces; support hypergraph is Lie-rigid; representation-theoretic invariants invisible to χ_P-specific arithmetic content [EVS M shape]
    2237:### E2.27 — Wavelet Hölder regularity of `D(x) := (π(x) − Li(x))·log(x)/√x` on KPZ-spaced grid `x_k = X/2 + k·⌊X^{1/3}⌋` is `α ≈ 0.85` stable across `logX ∈ {18, ..., 24}` (linear-fit r² > 0.998); KPZ-class roughness (`α ∈ (0, 1/2)`) is empirically absent; D is a deterministic almost-periodic function with sharp FFT peaks at γ_k ζ-zeros, NOT a stochastic SPDE-driven field [EVS M shape]
    2398:### E2.28 — Baker-Norine q-reduced form of the prime divisor on the divisibility lattice and Hasse cover graph admits exact closed form: on `H_N` (Hasse cover of `[1, N]`), `D'_P^N = π(N) · δ_1`; on `Γ_N` (full divisibility), `D'_P^N = (π(N) − π(N/2)) · δ_1 + Σ_{p prime, p ≤ N/2} δ_p`; both verified for N up to 512; Baker-Norine **rank** `r(D_P) = max(0, deg(D_P) − g + 1)` (generic Riemann-Roch value, no Brill-Noether specialness)  [EVS M shape]
  [Bash] grep -E "^\*\*Self-grade" archive/sessions/session{153,154,155,156,157,158,159,160,161,162}_*.md 2>/dev/null
    archive/sessions/session154_frontier_gen.md:**Self-grade: B.**
