=== Run #141 — Mode: lean — Mon Apr 27 19:24:09 UTC 2026 ===
  [Bash] ls /apps/aplikacijos/prime-research/experiments/formalisations/
    E2_1_mps_bond_dim
    README.md
  [Bash] ls -la /apps/aplikacijos/prime-research/experiments/formalisations/E2_1_mps_bond_dim/
    total 60
    drwxr-xr-x 3 root root  4096 Apr 27 19:21 .
    drwxr-xr-x 3 root root  4096 Apr 26 16:11 ..
    drwxr-xr-x 5 root root  4096 Apr 27 19:18 MPSBondDim
    -rw-r--r-- 1 root root 47984 Apr 27 19:21 mps_bond_dim_notes.md
  [Bash] ls -la /apps/aplikacijos/prime-research/experiments/formalisations/E2_1_mps_bond_dim/MPSBondDim/
    total 48
    drwxr-xr-x 5 root root 4096 Apr 27 19:18 .
    drwxr-xr-x 3 root root 4096 Apr 27 19:21 ..
    drwxr-xr-x 3 root root 4096 Apr 26 16:12 .github
    -rw-r--r-- 1 root root    7 Apr 26 16:12 .gitignore
    drwxr-xr-x 5 root root 4096 Apr 26 16:15 .lake
    -rw-r--r-- 1 root root  929 Apr 27 19:18 CheckAxioms.lean
    drwxr-xr-x 2 root root 4096 Apr 27 19:16 MPSBondDim
    -rw-r--r-- 1 root root   24 Apr 26 16:12 MPSBondDim.lean
    -rw-r--r-- 1 root root  487 Apr 26 16:12 README.md
    -rw-r--r-- 1 root root 3172 Apr 26 16:13 lake-manifest.json
    -rw-r--r-- 1 root root  481 Apr 26 16:12 lakefile.lean
    -rw-r--r-- 1 root root   29 Apr 26 16:12 lean-toolchain
  [Bash] ls /apps/aplikacijos/prime-research/experiments/formalisations/E2_1_mps_bond_dim/MPSBondDim/MPSBondDim/
    Basic.lean
  [Read] /apps/aplikacijos/prime-research/experiments/formalisations/E2_1_mps_bond_dim/MPSBondDim/MPSBondDim/Basic.lean
    File content (100824 tokens) exceeds maximum allowed tokens (25000). Use offset and limit parameters to read specific portions of the file, or search for specific content instead of reading the whole file.
  [Bash] wc -l /apps/aplikacijos/prime-research/experiments/formalisations/E2_1_mps_bond_dim/MPSBondDim/MPSBondDim/Basic.lean
    3510 /apps/aplikacijos/prime-research/experiments/formalisations/E2_1_mps_bond_dim/MPSBondDim/MPSBondDim/Basic.lean
  [Read] /apps/aplikacijos/prime-research/experiments/formalisations/E2_1_mps_bond_dim/MPSBondDim/MPSBondDim/Basic.lean
    1	/-
    604	  `chiP_two_hundred_eleven_eq_one` (existing from S137),
    605	  `chiP_two_hundred_ninety_three_eq_one` (existing from S137), and five
    606	  new helpers for `{47, 149, 199, 241, 337}` (all `norm_num`-checkable).
    607	  ~570 Lean lines (the largest single-corner block in the file, beating
    608	  W=18's 520). **Tenth unconditional `mps_bond_dim` instance; eighth
    609	  instance over a wheel `W ≥ 3`; fifth instance using
    610	  `det_of_upperTriangular`.** **First instance with `R = 9`** and
    611	  **first heartbeat-bumped declaration in the file**.
    612	
    613	  **Why W ∈ {15, 16, 24, 30} are structurally obstructed (S143
    614	  pre-search).** All four of these prime-power-free wheels with
    615	  `R = φ(W) + 1 = 9` admit zero leading-row+dead-col upper-
    616	  triangulations within rows `[0, W)`. They join `W ∈ {7, 9, 10, 11,
    617	  14}` in the "`det_of_blockTriangular`-required" set. Concretely:
    618	  - W=15: live = `{0, 1, 3, 6, 7, 10, 12, 13}`, dead candidates =
    619	    `{2, 4}`; both column sets fail.
    620	  - W=16: live = `{0, 2, 4, 6, 8, 10, 12, 14}`, dead = `{1}`; fails.
    621	  - W=24: live = `{0, 4, 6, 10, 12, 16, 18, 22}`, dead = `{1, 2}`; both fail.
    622	  - W=30: live = `{0, 6, 10, 12, 16, 18, 22, 28}`, dead = `{1, 2, 4}`; all three fail.
    623	
    624	  The closed-W set is now `{2, 3, 4, 5, 6, 8, 12, 18, 20}`; the
    625	  block-triangular-required set is `{7, 9, 10, 11, 14, 15, 16, 24, 30}`.
    626	  The next single-session leading-row candidates are W ∈ {21, 22, 25,
    627	  26, 27, 28, 33, 35, 36, ...} (untested). At W=21, R = 13 — substantially
    628	  more work; at W=22, R = 11; at W=25 (= 5²), R = 21. Cleanest next
    629	  candidates are W ∈ {21, 22, 28} where R ∈ {11, 12, 13}; ambitious
    ... (76 more lines)
  [Bash] ls /apps/aplikacijos/prime-research/archive/sessions/ | tail -20
    session83_l1_lean_lower_bound_reduction.md
    session84_a1_sat_tc0_primes.md
    session85_frontier_gen.md
    session86_critique.md
    session87_d6_gowers_uk_chi_p.md
    session88_c4_anderson_localisation_chi_p.md
    session89_c7_calibrated_d2_primes.md
    session90_l1_lean_trivial_floor.md
    session91_frontier_gen.md
    session92_b1_algebraic_immunity_chi_p.md
    session93_d6b_lambda_vs_chi_p_uk.md
    session94_critique.md
    session95_d7_dpp_ppp_fit.md
    session96_d2_persistent_homology_chi_p.md
    session97_frontier_gen.md
    session98_l1_lean_corner_case.md
    session99_l1_lean_orthogonal_corner.md
    session_critique46.md
    session_critique50.md
    session_critique60_fresh.md
  [Bash] ls /apps/aplikacijos/prime-research/archive/sessions/ | grep -E "session1[0-9]" | sort
    session100_g1_liouville_anderson_lyapunov.md
    session101_d6c_mu_weighted_chi_p.md
    session102_critique.md
    session103_frontier_gen.md
    session104_d13_subword_complexity.md
    session105_c3_brandt_per_bit.md
    session106_l1_lean_w3_corner.md
    session107_l1_lean_w4_corner.md
    session108_c5_stein_wasserstein_pi.md
    session109_verify_c5_stein.md
    session110_verify_c5_stein.md
    session111_verify_c5_stein.md
    session112_verify_c5_stein.md
    session113_verify_c5_stein.md
    session114_verify_c5_stein.md
    session115_verify_c5_stein.md
    session116_a5_maynard_sieve_pointwise.md
    session117_d2a_ph_w_trick.md
    session118_b2_automorphic_l_function.md
    session118_critique.md
    session119_frontier_gen.md
    session11_summary.md
    session120_c4_aggarwal_dusart_bpsw.md
    session121_frontier_gen.md
    session121_l1_lean_w5_corner.md
    session122_l1_lean_w6_corner.md
    session123_c2_higher_order_zero_correlations.md
    session124_d2a1_ph_marginal_b3.md
    session125_d20_friedman_ramanujan_prime_cayley.md
    session126_d22_hodge_coprimality_flag.md
    ... (24 more lines)
  [Read] /apps/aplikacijos/prime-research/archive/sessions/session143_l1_lean_w20_corner.md
    1	# Session 143 — Arc 2 Lean Formalisation: W=20 corner case (Route A^{(10)})
    2	
    3	**Mode:** arc continuation (Arc 2 — Lean Formalisation Track).
    4	**Date:** 2026-04-27.
    5	**Self-grade:** **B-grade** (substantive arc step, single-corner closure
    6	extending the leading-row triangulation family one wheel further; first
    7	`R = 9` instance and first heartbeat-bumped declaration in the file).
    8	
    9	## What was produced that wasn't in the project before
    10	
    11	1. **Eight new theorems in `experiments/formalisations/E2_1_mps_bond_dim/`:**
    12	   - `chiP_forty_seven_eq_one : chiP 47 = 1`
    13	   - `chiP_one_hundred_forty_nine_eq_one : chiP 149 = 1`
    14	   - `chiP_one_hundred_ninety_nine_eq_one : chiP 199 = 1`
    15	   - `chiP_two_hundred_forty_one_eq_one : chiP 241 = 1`
    16	   - `chiP_three_hundred_thirty_seven_eq_one : chiP 337 = 1`
    17	   - `prod_univ_nine'` (private; local `Fin 9` product expansion)
    18	   - `exists_invertible_submatrix_W_eq_20_d_eq_j_plus_1`
    19	   - `mps_bond_dim_W_eq_20_d_eq_j_plus_1 : (unfolding 20 (j+1) j).rank = 9`
    20	     for every `j ≥ 1`.
    21	   All sorry-free; `#print axioms` confirms only
    22	   `[propext, Classical.choice, Quot.sound]`.
    23	
    24	2. **Tenth unconditional `mps_bond_dim` instance.** Closed W's are now
    25	   `{2, 3, 4, 5, 6, 8, 12, 18, 20}`. The W=20 closure is the **first
    26	   instance with `R = 9`** and the **first heartbeat-bumped declaration
    27	   in the file** (`set_option maxHeartbeats 2000000 in`).
    28	
    29	3. **Negative shape extension.** Python pre-search at S143 confirmed
    30	   that **W ∈ {15, 16, 24, 30}** all hit the structural row-pattern-
    ... (70 more lines)
  [Bash] grep -n "Arc 2" /apps/aplikacijos/prime-research/RESEARCH_AGENDA.md | head -20
    67:### Arc 2 — Lean Formalisation Track
  [Read] /apps/aplikacijos/prime-research/RESEARCH_AGENDA.md
    67	### Arc 2 — Lean Formalisation Track
    68	**Status:** IN PROGRESS — Run #141 / Session 143 (Route A^{(10)} W=20 corner CLOSED). L1 has 4 lemmas + `lower_bound` reduction + main theorem closed; 1 `sorry` remains, isolated to `exists_invertible_submatrix` (pure prime-density content). S90 confirmed mathlib has only `Nat.bertrand` (primes in `(n, 2n]`) — insufficient for general `(W, d, j)`. S98 closed the corner case `(W = 2, j = 1)` via Bertrand. S99 closed the orthogonal corner `(W = 2, d = j + 1)` without even needing Bertrand. S106 extended the orthogonal corner to `W = 3`. S107 extended to `W = 4`. S117 extended to `W = 5`. S122 extended to `W = 6` (first non-leading row set, `ρ ↦ (0, 1, 5)`). S128 extended to `W = 8` via the BlockTriangular route + four-prime triangulation. **S129 extends the orthogonal corner to W=12, skipping the structurally-obstructed W ∈ {7, 9, 10, 11}** — `mps_bond_dim_W_eq_12_d_eq_j_plus_1 : (unfolding 12 (j+1) j).rank = 5` for every `j ≥ 1`, sorry-free. Permutation `ρ ↦ (0, 9, 10, 4, 7)`, `σ ↦ (1, 0, 6, 10, 4)`, diagonal primes `{2, 109, 127, 59, 89}`, below-diagonal composites `{49, 50, 55, 85, 86, 91, 95, 110, 121, 122}`. **First instance using FOUR non-leading rows** (only row 0 is leading) — extends S122's single-non-leading-row trick to the maximally non-leading regime. Uses `Nat.prime_two` (existing) and four new helpers `chiP_X_eq_one` for `X ∈ {59, 89, 109, 127}`. **Eighth unconditional `mps_bond_dim` instance; sixth instance over a wheel `W ≥ 3`; third instance using `det_of_upperTriangular`.** **S137 extends the orthogonal corner to W=18** — `mps_bond_dim_W_eq_18_d_eq_j_plus_1 : (unfolding 18 (j+1) j).rank = 7` for every `j ≥ 1`, sorry-free. Mixed leading/non-leading row set `ρ ↦ (0, 2, 9, 1, 11, 6, 16)`, σ ↦ (1, 6, 16, 10, 12, 0, 4), diagonal primes `{2, 43, 179, 29, 211, 109, 293}`. **First instance with R=7** — uses `Fin.prod_univ_seven` (mathlib), 21 below-diagonal composites, 5 new `chiP_X_eq_one` helpers (29, 43, 179, 211, 293) using `norm_num` (`decide` hits `maxRecDepth` for primes ≥ 150). **Ninth unconditional `mps_bond_dim` instance; seventh instance over a wheel `W ≥ 3`; fourth instance using `det_of_upperTriangular`.** Pre-search at S137 confirmed **W=14 (also R=7) is structurally obstructed**: rows 2 and 5 of the 14×14 j=1 slab have identical support pattern at the chosen 7 cols, and exhaustive search finds zero upper-triangulations with rho < 14. W=14 joins {7, 9, 10, 11} in the "needs `det_of_blockTriangular`" set.
    69	**Owner:** any agent who picks it up
    70	**Goal:** Permanent verifiable artifacts for the project's main results.
    71	See `NOVELTY_CHALLENGES.md` §3.
    72	
    73	**Milestones:**
    74	- [x] Set up `experiments/formalisations/` with a Lean 4 toolchain
    75	  (lakefile.lean, mathlib4 dependency). **Done** — toolchain
    76	  `leanprover/lean4:v4.30.0-rc2` + mathlib `v4.30.0-rc2` under
